correct,generate
"A woman cyclist wearing a white helmet, sunglasses, black long-sleeved shirt and black and pink biking shorts pedals straight toward the camera lens.",a woman in black athletic gear and a helmet is riding her bike on a ramp. [SEP]
"Five cyclists, all wearing the same uniforms, are riding one behind the other in a bicycle race.",a man is racing an unusual type of bike with many people watching him. [SEP]
"Four football players in black are tackling the opposing team's player, shown in white, while it is raining.",two men football players are playing football in a puddle outside. [SEP]
Young defensive football players executing a tackle on a member of the opposite team during a football game.,"two football players during a game, making a tackle. [SEP]"
"At a men's basketball game, number 55, in white and yellow, tries desperately to prevent number ten, in black and gray, from making a shot while the rest of the players watch frozen on the court.",a basketball player jumps to make the shot while another tries to stop him. [SEP]
A man talking on his cellphone while holding a cigarette and wearing a blue shirt and navy blue jacket with a car in the background.,an asian man is talking on his cellphone outside. [SEP]
"A man dressed in orange t-shirt is trying to hit a baseball, with a few people looking at them and a keeper behind trying to catch the ball.",a group of baseball players during a game. [SEP]
"A young, active man wearing a full helmet turning a corner on his mountain bike in the woods.",a boy with a helmet mountain bikes through the woods. [SEP]
"A player in a white and red uniform goes for a layup, while the player with a red and black uniform blocks the attempted shot.",the player in the white uniform with the red and black uniform is trying to block the shot of the player in the red and black uniform. [SEP]
A young boy is either jumping on a trampoline or skateboarding and he is serious about it on a beautiful summer day.,a man is in midair while doing an elaborate trick on his skateboard. [SEP]
Two children wearing striped sweaters and black pants tussle outdoors near a play set.,a boy playing on the swing. [SEP]
A boy is pushing an object with a handle while wearing sunglasses by a building with a blue and white striped awning.,a woman takes a picture during the day. [SEP]
"A young boy, dressed in a gray and blue baseball uniform, preparing to hit the ball off of the t-ball stand while onlookers watch from behind a chain link fence.",a little boy is running and reaching to catch a ball some sort of event. [SEP]
Six men are sitting or laying on a patch of earth in a wooded area.,a group of people are farming in a field in front of a building. [SEP]
A dog with big ears is holding a small stick in its mouth.,the dog is biting a small stick. [SEP]
"A man in a yellow jacket with the number twelve on his back uses a rod to pull a horse, as people behind a Bud Light sign watch.",a man is trying to rope a bull while people watch. [SEP]
An Asian man is cooking in a restaurant with several large pieces of roasted meat hanging in the background.,a merchant is posing in a butcher's shop. [SEP]
"There is lady with the white apron has an utensil standing over a wok, a man in blue shorts and blue shirt sitting down, a person in a pink shirt and others are in the background all in one place.",several people are gathered in a large room to clean out the room. [SEP]
"Marathon runners are racing on a city street, with other people standing around.",runners race down a street while a crowd watches. [SEP]
An oriental woman wearing a hat riding down the street on a bicycle.,a woman in an asian farmer's hat is riding a bicycle through a local street market. [SEP]
"Young boys are hanging out on the sidewalk next to trees, while one boy is exploring the dirt around the tree.",a group of people are working on a car. [SEP]
"A man, who is wearing the tan coat, is gambling at a casino slot machine.",a man is playing a accordion with a brown jacket on. [SEP]
A young girl wades out into the water wearing safety floatation devices on her arms.,a child is playing in the water of a beach. [SEP]
